id,text,normalized,domain,embedding,frequency,category,importance,is_emerging,created_at
3ab5539f-8f81-480a-a35f-f1edc2205f50,Ecs/Eks,ecs/eks,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:30.920276
1a18b69b-73ef-4d45-b884-4ccd9974cb3c,Responsive Design,responsive_design,Computer Science,,1,Computer Science,preferred,f,2026-04-06 23:52:52.264527
05903229-add7-4369-802b-8d007254994f,High-Speed Networking,high-speed_networking,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:20:21.72595
9c14a523-c71b-401a-b6d5-ce53d9731dd5,Cloudwatch,cloudwatch,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:30.934859
1fbdf4f5-808e-4c1b-8148-c211606c9686,Performance Metrics Analysis,performance_metrics_analysis,Finance,,1,Finance,required,f,2026-04-06 23:56:24.855799
604809dc-0f7e-4419-8c85-d8874254065e,Microcontrollers,microcontrollers,Electrical & Computer Engineering,,2,Electrical & Computer Engineering,preferred,f,2026-04-06 23:54:25.79931
0910a35a-5b02-4e47-bb39-c8ed156aa7b0,Logistics Policy,logistics_policy,Operations / Supply Chain,,1,Operations / Supply Chain,required,f,2026-04-06 23:59:21.001695
7be5d787-2221-4361-b783-4cfa86e87f68,Commic (Communication Integrated Circuits),commic_(communication_integrated_circuits),Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:20:21.89662
1fe3b5ec-65d2-401e-8d55-581aef9b68f7,Restful Api Design,restful_api_design,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:30.944508
0ce71912-65d5-45c2-8e7c-67eb1a9a71b1,Coordination,coordination,Systems Engineering,,1,Systems Engineering,required,f,2026-04-07 00:31:23.553486
14fc468b-c23e-4016-9b5b-d1e4067bea2c,Arduino,arduino,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,preferred,f,2026-04-07 00:44:22.099348
cfcc4dbe-5ff4-4355-9f96-bd3adda1fe9e,Fpga,fpga,Electrical & Computer Engineering,,3,Electrical & Computer Engineering,preferred,f,2026-04-07 00:04:05.560852
1b84441b-0443-4a49-8737-71a65e5db7e7,Executive Briefing Preparation,executive_briefing_preparation,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:56:24.876565
4a4a0b5e-3c01-4e8c-85d5-aa44767d2092,Arm Architecture,arm_architecture,Electrical & Computer Engineering,,2,Electrical & Computer Engineering,preferred,f,2026-04-06 23:54:25.80884
1bb51ee2-b995-457d-92b7-0334556e1ec8,Event-Driven Architectures,event-driven_architectures,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:30.954817
604696a8-4bbf-4c08-bf50-504a7afa8a01,Product Performance Optimization,product_performance_optimization,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:20:22.057567
7ea0b798-f60e-4798-a28a-43c282614d3e,Issue Tracking Systems,issue_tracking_systems,Computer Science,,1,Computer Science,required,f,2026-04-07 00:31:37.831662
cd9a963b-f26a-4306-8eeb-80f1363b7370,Uart,uart,Electrical & Computer Engineering,,3,Electrical & Computer Engineering,preferred,f,2026-04-06 23:54:25.845011
b3918dfe-63a5-4850-a69d-f9b43ec274fa,Program Documentation,program_documentation,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:56:24.904781
cde59788-fdce-4433-9866-07563faca389,Nosql Database Design,nosql_database_design,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:31.00439
fa7544fa-e51c-47cf-9f69-18444b204189,Verilog,verilog,Electrical & Computer Engineering,,5,Electrical & Computer Engineering,required,f,2026-04-07 00:04:41.907643
e82ca2cf-5ef2-4995-bc73-c78c57ba6447,I2C,i2c,Electrical & Computer Engineering,,2,Electrical & Computer Engineering,preferred,f,2026-04-06 23:54:25.863394
d6e6a5a0-5f43-436b-b1fc-69138e3390b7,Query Optimization,query_optimization,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:31.02473
02afbd9d-e1f1-40f5-879b-8ed0ac3b63f7,Semiconductor Device Testing,semiconductor_device_testing,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:20:29.490855
aefcf570-6db4-4697-804a-0c963eb9a2cc,Action Item Management,action_item_management,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:56:24.923113
801650bd-fabe-4f3b-aeae-f97ae7ddaffb,Technical Compliance,technical_compliance,Computer Science,,1,Computer Science,required,f,2026-04-07 00:03:23.187098
0aa80de9-903c-4479-9ca5-6988b7ffa422,Vhdl,vhdl,Electrical & Computer Engineering,,9,Electrical & Computer Engineering,required,f,2026-04-07 00:04:41.91863
41d3af28-39ee-4226-80bd-be670b09a5c6,Innovation Management,innovation_management,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",preferred,f,2026-04-06 23:53:03.316263
c3f770e5-b6d1-44df-a4ec-41537eeea128,Data Integrity Patterns,data_integrity_patterns,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:31.033594
b8979ee8-63ee-4078-92f0-ed4a4306360c,Space Systems Knowledge,space_systems_knowledge,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:56:24.933083
f250a19d-a2b0-4aaa-9f7b-c0071288f417,Satellite Programs,satellite_programs,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:56:24.942518
516e87d1-c49f-44a7-834e-124b97495a07,Eventbridge,eventbridge,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:31.061972
f2c9d38e-2548-4916-97b5-c8c7613a5bc9,National Security Missions,national_security_missions,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:56:24.955018
02e54689-9594-4601-9cf2-b8ca9cd89c2a,Process Improvement Planning,process_improvement_planning,Operations / Supply Chain,,1,Operations / Supply Chain,required,f,2026-04-06 23:59:21.021429
861f3e41-783a-405c-a0e5-f0d84b42b9a8,Graph Databases,graph_databases,Computer Science,,1,Computer Science,preferred,f,2026-04-06 23:55:31.070879
7ed53686-7c32-43fb-8238-b4d4d818289e,Ate (Automated Test Equipment),ate_(automated_test_equipment),Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:20:29.502178
4950e9d5-f4f0-4d2c-ba3d-24403bd49eef,Neo4j,neo4j,Computer Science,,1,Computer Science,preferred,f,2026-04-06 23:55:31.079412
604755f4-29f5-41a4-bade-7c036b40924e,Technology Evaluation,technology_evaluation,Computer Science,,1,Computer Science,preferred,f,2026-04-06 23:53:03.426913
62a61b64-f2a2-43e2-a9b4-fff122a74e68,Neptune,neptune,Computer Science,,1,Computer Science,preferred,f,2026-04-06 23:55:31.091235
63a30a3e-ad63-440e-980a-91ec3c0d0c97,Java Ee,java_ee,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:37.647593
ed0a1ee6-ac4e-4c5e-a356-f9c363362cf7,Junit,junit,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:37.739108
2cae247b-a128-4082-933d-3bf12a979689,Geneos Dashboards,geneos_dashboards,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:37.756846
2385f2df-04bc-4e9b-a67b-99c031d4b0dd,Silicon Debug,silicon_debug,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:20:29.552334
69649c6d-f0fe-4658-ad5f-4baefa946de0,Strategic Sourcing,strategic_sourcing,Operations / Supply Chain,,2,Operations / Supply Chain,required,f,2026-04-06 23:59:13.538065
573e3b41-ccb7-4775-927c-fa81065ec34c,Multi-Program Management,multi-program_management,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:56:25.015257
eadca57f-45ab-418f-aaa2-59af30025863,Aws Cloudwatch,aws_cloudwatch,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:37.76955
ed4d31b6-10fe-44f4-8e1a-94fbd826def4,Monitoring And Alerting,monitoring_and_alerting,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:37.797745
5cc08e7a-6b69-49bc-bf53-c8ea6845597a,Dod Sustainment,dod_sustainment,Operations / Supply Chain,,1,Operations / Supply Chain,required,f,2026-04-06 23:59:21.034885
bf9095e5-11a2-4464-aab1-55e676cd4212,Sci Eligibility,sci_eligibility,Information Systems,,1,Information Systems,preferred,f,2026-04-06 23:56:25.079764
5b767602-cee3-480f-be88-288c26f91690,Consensus Mechanisms,consensus_mechanisms,Computer Science,,1,Computer Science,preferred,f,2026-04-06 23:54:33.172031
9ce8d004-39c4-474c-aa29-134d852ff616,Gcc,gcc,Computer Science,,1,Computer Science,required,f,2026-04-07 00:03:43.049591
a395bcc1-b293-487c-9f9f-755c19ba41aa,Candidate Sourcing,candidate_sourcing,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:38.210802
9c223f95-98e1-4150-bb00-f1a1cca438fd,Job Boards,job_boards,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:38.23025
bf92ffec-0379-41c7-a15d-951cbdd605d3,Federal Regulatory Compliance,federal_regulatory_compliance,Computer Science,,1,Computer Science,required,f,2026-04-07 00:03:23.264571
7ef74e0d-6554-4195-817f-b3902c8e84e7,Social Media Recruiting,social_media_recruiting,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:38.244736
a05ce5eb-b22f-40c7-9136-a080c2c81168,Application Review,application_review,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:38.254429
7666f07a-9de2-435b-9d75-c2f823d3999d,Jetstream,jetstream,Computer Science,,1,Computer Science,required,t,2026-04-06 23:55:37.814982
10be3bab-1776-4058-9575-bb7ec9dcb069,Candidate Assessment,candidate_assessment,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:38.270625
e3986680-494d-4770-849e-5839c3120c0f,Test Methodologies,test_methodologies,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:20:29.563582
bd5da35e-fa5f-49b9-af99-8c17a6b27890,Jules,jules,Computer Science,,1,Computer Science,required,t,2026-04-06 23:55:37.833349
21e5b3cd-4d59-4850-ae3d-c53b64f2badf,Interview Coordination,interview_coordination,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:38.282753
036807fa-fce2-42fe-a2ce-1a7dc1b6e005,Defense Logistics,defense_logistics,Operations / Supply Chain,,1,Operations / Supply Chain,required,f,2026-04-06 23:59:21.048592
69279198-1bc1-4e2e-888d-bd6275448180,Certified Systems Engineering Professional (Csep),certified_systems_engineering_professional_(csep),Systems Engineering,,1,Systems Engineering,preferred,f,2026-04-06 23:56:25.10437
6dc6fe6c-e1cb-4ab4-a7fc-59d5760c0fe9,Software Engineering Principles,software_engineering_principles,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:43.309539
fc11811a-4ae0-46b8-abda-33c234739eb8,Navsea Program Office Experience,navsea_program_office_experience,Operations / Supply Chain,,1,Operations / Supply Chain,required,f,2026-04-06 23:59:21.059818
03fd3d05-5c9a-457f-a937-821b4599e722,Federal Audit Support,federal_audit_support,Computer Science,,1,Computer Science,required,f,2026-04-07 00:03:23.297825
6e85fcdd-b568-4c0d-a9f6-19d51fe4029d,Conan,conan,Computer Science,,1,Computer Science,preferred,f,2026-04-06 23:55:43.347289
9504019c-e5c3-4a0f-8b91-7f3e7dacc0a9,Talent Relationship Management,talent_relationship_management,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:38.331898
99112e41-2142-4d02-84f9-eb27c42d0623,Candidate Profile Creation,candidate_profile_creation,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:38.3449
5cddd5c3-206c-4bc2-86fe-cfd67f987bf8,Recruitment Process Implementation,recruitment_process_implementation,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:38.355561
e54deb64-7f55-4b62-8093-d9c470a67b69,Gfebs,gfebs,Information Systems,,1,Information Systems,required,f,2026-04-06 23:56:28.715358
9d028abc-8237-4f93-9efe-5a824db714bb,Code Development,code_development,Computer Science,,1,Computer Science,required,f,2026-04-07 00:31:44.953227
5ffc4fb8-239e-40cf-a970-48b36c646175,Supplier Quality Evaluation,supplier_quality_evaluation,Operations / Supply Chain,,1,Operations / Supply Chain,required,f,2026-04-06 23:59:21.068867
f3c8754b-ba2a-4e79-8e72-4e41ffd66b40,Supplier Financial Health Analysis,supplier_financial_health_analysis,Operations / Supply Chain,,1,Operations / Supply Chain,required,f,2026-04-06 23:59:21.078628
9c7d0f66-e435-40c1-b8b8-f99d58570114,Zvoove Cockpit,zvoove_cockpit,Information Systems,,1,Information Systems,required,f,2026-04-06 23:54:38.366386
d1818a9c-8be5-44e5-81f1-89b748da635b,Supplier Capacity Planning,supplier_capacity_planning,Operations / Supply Chain,,1,Operations / Supply Chain,required,f,2026-04-06 23:59:21.091138
82b794d8-045d-4d7e-8c1e-61f9f3cd470b,Industry Best Practices,industry_best_practices,Computer Science,,1,Computer Science,required,f,2026-04-07 00:31:44.961745
3cbb4203-712f-4733-a525-ccaac64b7613,Evidence Management,evidence_management,Computer Science,,1,Computer Science,required,f,2026-04-07 00:03:23.305732
924ea80a-f0d7-4981-b344-e74085c3c597,Resilient Sourcing,resilient_sourcing,Operations / Supply Chain,,1,Operations / Supply Chain,required,f,2026-04-06 23:59:21.122103
b1ea52d6-a96e-4cb3-a1e4-f5deaf835ffa,Numerical Simulation,numerical_simulation,Computer Science,,1,Computer Science,preferred,f,2026-04-06 23:55:43.428221
c729deb5-87d2-43ce-8376-feed17f79cb9,Applicant Tracking System (Ats),applicant_tracking_system_(ats),Information Systems,,1,Information Systems,required,f,2026-04-06 23:54:38.381433
2613ce25-6f3c-4020-9615-1e2ecf41ee02,Cluster Computing,cluster_computing,Computer Science,,1,Computer Science,preferred,f,2026-04-06 23:55:43.445189
734a9fca-7926-4a6c-84de-47fed8a2e0af,Underwater Acoustic Modeling,underwater_acoustic_modeling,Computer Science,,1,Computer Science,preferred,f,2026-04-06 23:55:43.502855
29481085-2fd1-499d-ade7-f5cc71b89826,Sonar Systems,sonar_systems,Computer Science,,1,Computer Science,preferred,f,2026-04-06 23:55:43.515819
dc7ecf8d-8925-4970-80c9-b0b4bccae878,Advanced Mathematics,advanced_mathematics,Computer Science,,1,Computer Science,preferred,f,2026-04-06 23:55:43.550138
12bae5bb-2aaa-47f6-b615-7d89cf333ab6,Data Migration,data_migration,Computer Science,,1,Computer Science,required,f,2026-04-07 00:31:30.697378
361721da-3804-45be-b001-fe3fba09aa00,User Training,user_training,Information Systems,,1,Information Systems,required,f,2026-04-07 00:31:30.721001
03ae7f78-f8e5-492c-a273-fb90cdf7c1d8,Computer Science Degree,computer_science_degree,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:43.598217
cde26209-60f5-421c-b8fe-7d5b9ca39228,Foreign Ownership Assessment,foreign_ownership_assessment,Operations / Supply Chain,,1,Operations / Supply Chain,required,f,2026-04-06 23:59:21.134279
cce4f5ce-f998-4e1b-9381-e053ffc9d697,Mergers And Acquisitions Assessment,mergers_and_acquisitions_assessment,Operations / Supply Chain,,1,Operations / Supply Chain,required,f,2026-04-06 23:59:21.152599
1b44de15-0d7a-4963-8e12-0bd15bbef200,Lifecycle Logistics Documentation,lifecycle_logistics_documentation,Operations / Supply Chain,,1,Operations / Supply Chain,required,f,2026-04-06 23:59:21.165263
a4d4a45e-3587-4655-9784-fb1fcbcab9b1,Aerospace Software,aerospace_software,Computer Science,,1,Computer Science,preferred,f,2026-04-06 23:55:46.212227
a672a5f9-6310-45d7-9cc9-76362e305d90,Financial Markets Knowledge,financial_markets_knowledge,Finance,,1,Finance,preferred,f,2026-04-07 00:44:27.636249
94ace309-0515-47c4-a387-a972f1398fa0,Ratio Analysis,ratio_analysis,Finance,,1,Finance,required,f,2026-04-06 23:56:34.059217
f4ddbf1a-0a1e-4b57-bf46-f5e11f45df8c,Recruitment Process Management,recruitment_process_management,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:38.474942
9c98e049-0013-4f6d-ac02-93d85578fd6e,Bachelor'S Degree In Computer Science Or Related Field,bachelor's_degree_in_computer_science_or_related_field,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:46.224432
63a81398-3e08-4cce-b35a-d6ebed98999e,Commercial Training,commercial_training,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:38.485125
bfef0772-51b9-4eb1-885f-1936bb46725a,Database Querying,database_querying,Computer Science,,1,Computer Science,required,f,2026-04-07 00:31:45.030667
59c6fd9d-9013-48bf-8b0d-c069e2fae539,Material Flow Optimization,material_flow_optimization,Operations / Supply Chain,,1,Operations / Supply Chain,required,f,2026-04-06 23:59:21.183821
a4740715-ceb1-4682-92fa-3ebf9ac7c568,Cryptographic Systems,cryptographic_systems,Computer Science,,1,Computer Science,required,f,2026-04-06 23:55:52.379155
3452c070-21a2-4ead-9b7d-3d332d8345b7,Office Administration,office_administration,Information Systems,,1,Information Systems,preferred,f,2026-04-06 23:54:38.496924
a75ae1c4-4b43-47a6-af61-7af7eb22bbb9,Public Relations,public_relations,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:43.762091
61a768e9-189e-437a-bc97-e33f19483ca6,Bias/Variance Analysis,bias/variance_analysis,Computer Science,,1,Computer Science,required,f,2026-04-06 23:59:38.552307
a1a899b1-7f46-47e4-8c9d-b8e10df974fc,Architectural Design,architectural_design,Computer Science,,1,Computer Science,required,f,2026-04-07 00:31:45.095448
95702c00-95f8-4087-8468-9acc5b57e802,Media Relations,media_relations,"Organizations, Strategy & Intl Mgmt",,2,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:43.779028
00d5ca9e-2d76-4130-ab0a-85859a14a50b,Microsoft 365 Security,microsoft_365_security,Computer Science,,1,Computer Science,required,f,2026-04-07 00:03:23.340721
12253577-ebf4-4b06-9bbd-14a89fa405f7,Startup Experience,startup_experience,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",preferred,f,2026-04-06 23:53:38.734756
3936367b-9a2b-44ce-9574-8c6a99fc97c0,Innovation Strategy,innovation_strategy,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",preferred,f,2026-04-06 23:53:38.746087
e3dfdd96-65ad-4e86-bfc1-770a37e205bc,Story Development,story_development,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:43.1038
e2d80d14-bae6-4cdf-801d-5cc69e8e5749,Journalist Outreach,journalist_outreach,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:43.11802
965a29db-0642-480d-9450-da477a1d315e,Digital Device Testing,digital_device_testing,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:20:29.571537
88346f83-8cf8-487a-97f4-dd6d2d35bd7f,Cisco Routers,cisco_routers,Computer Science,,1,Computer Science,required,f,2026-04-07 00:03:54.036421
89da1a83-1abc-4c5f-bce8-ae8e03692e72,Fleet Utilization,fleet_utilization,Operations / Supply Chain,,1,Operations / Supply Chain,required,f,2026-04-06 23:59:21.192388
92de8c92-43ce-46be-abd5-3119955b1d7d,Investment Evaluation,investment_evaluation,Finance,,1,Finance,required,f,2026-04-06 23:56:34.086329
d80de251-9301-4d4d-98a8-afe56b501ce1,Mixed-Signal Device Testing,mixed-signal_device_testing,Electrical & Computer Engineering,,1,Electrical & Computer Engineering,required,f,2026-04-07 00:20:29.612767
03672e21-f7d1-4a82-ab70-89ae1ad944b2,Relativity,relativity,Information Systems,,1,Information Systems,required,f,2026-04-07 00:31:30.739892
07e9b783-404a-42f4-8a05-44dda2405afc,Ranking Systems,ranking_systems,Computer Science,,1,Computer Science,required,f,2026-04-06 23:59:47.877865
02bfea38-c2da-40f2-b233-705d91dbf6e2,Audit Telemetry Analysis,audit_telemetry_analysis,Computer Science,,1,Computer Science,required,f,2026-04-07 00:03:23.357192
4a178952-5e30-4b08-a6ef-22897cfb247d,Content Understanding,content_understanding,Computer Science,,1,Computer Science,required,f,2026-04-06 23:59:47.910515
44ee5824-25ca-46e6-821b-260910dfc8b9,Readysuite,readysuite,Information Systems,,1,Information Systems,required,f,2026-04-07 00:31:30.76078
02c51157-00fe-4199-a004-d8f03e8e8e12,Federal Data Protection Standards,federal_data_protection_standards,Computer Science,,1,Computer Science,required,f,2026-04-07 00:03:23.370185
384af0d2-710a-48e6-9960-690d123c1f35,Industry Analysis,industry_analysis,Finance,,1,Finance,preferred,f,2026-04-06 23:56:34.133128
e2c04f76-6dd0-418a-bd4b-68f170f867f8,Industrial Base Concepts,industrial_base_concepts,Operations / Supply Chain,,1,Operations / Supply Chain,preferred,f,2026-04-06 23:59:21.202742
8ad14e48-c565-4597-8f67-ec1c376f5858,Arp,arp,Computer Science,,1,Computer Science,required,f,2026-04-07 00:03:54.065212
c82d9db9-61c3-4e13-a107-c2763bebb4cd,Model Productionalization,model_productionalization,Computer Science,,1,Computer Science,required,f,2026-04-06 23:59:47.93401
416e5011-210f-43fe-9eae-bab9e40d2059,Batch Machine Learning,batch_machine_learning,Computer Science,,1,Computer Science,required,f,2026-04-06 23:59:47.946363
91a8c740-414d-4da6-ac0d-8455f585affb,Communications Strategy,communications_strategy,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:43.188599
cbeab13b-42b5-4df5-a420-46059030da96,Media Pitching,media_pitching,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:43.203857
c766eb40-fbb1-429a-89a8-452313fc6a3d,Kldiscovery,kldiscovery,Information Systems,,1,Information Systems,required,f,2026-04-07 00:31:30.770381
4b48f5cf-4087-43b0-b1eb-927015002023,Workflow Orchestration,workflow_orchestration,Computer Science,,1,Computer Science,required,f,2026-04-06 23:59:47.968381
4e131700-e9f1-4632-8f9d-271e4944fab6,JAX,jax,Computer Science,,1,Computer Science,required,t,2026-04-06 23:59:47.989349
969918ef-9d80-433f-8513-4fc0f5997b5d,B2B Communication,b2b_communication,"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:43.232614
532272da-2b09-42b1-bb0b-c48ca842544d,System Test Scripts,system_test_scripts,Computer Science,,1,Computer Science,required,f,2026-04-07 00:31:45.109074
c30a5128-5a61-4162-80f1-f3c5f3efde50,Healthcare Domain Knowledge,healthcare_domain_knowledge,Information Systems,,1,Information Systems,preferred,f,2026-04-07 00:10:21.313642
deba80a5-df0b-46ec-ba78-73ac06086c95,Data Analytics Strategy,data_analytics_strategy,Information Systems,,1,Information Systems,required,f,2026-04-07 00:10:28.661803
065600db-2ad9-451e-ab90-e3f39b2fe07e,I-Pro Ecapture,i-pro_ecapture,Information Systems,,1,Information Systems,required,f,2026-04-07 00:31:30.783958
78fcdcaf-be54-42bd-a756-a3f288c26cc1,Snmp,snmp,Computer Science,,1,Computer Science,required,f,2026-04-07 00:03:54.092022
94e6ab0c-df0d-475a-ba32-6e30b23a7154,German Language (C2),german_language_(c2),"Organizations, Strategy & Intl Mgmt",,1,"Organizations, Strategy & Intl Mgmt",required,f,2026-04-06 23:54:43.267969
99275682-4fcb-4cd4-a9d6-6b6c5f74c9b5,Data Profiling,data_profiling,Computer Science,,1,Computer Science,required,f,2026-04-07 00:10:54.008519
5b7a7208-a865-490d-ae98-b402116c4078,User Acceptance Testing,user_acceptance_testing,Computer Science,,1,Computer Science,required,f,2026-04-07 00:31:45.144029
35ed1b7d-0b00-40a4-85bf-954585d0de6f,Data Strategy Execution,data_strategy_execution,Information Systems,,1,Information Systems,required,f,2026-04-07 00:10:28.678031
35e0f4de-d153-43ec-bf74-1436037e5f0e,Partnership Development,partnership_development,"Organizations, Strategy & Intl Mgmt",,2,"Organizations, Strategy & Intl Mgmt",preferred,f,2026-04-06 23:53:49.052316
77efeb7c-c6eb-4b40-bab5-2adf7bd429d4,Litigation Support Systems,litigation_support_systems,Information Systems,,1,Information Systems,required,f,2026-04-07 00:31:30.800447
e400ebef-39c0-4670-92b3-dc685ae10e74,Analytics Ecosystem Design,analytics_ecosystem_design,Information Systems,,1,Information Systems,required,f,2026-04-07 00:10:28.696578
